Employee ID,First Name,Last Name,Gender,State,City,Job Title,Education Level,Birth Date,Hire Date,salary,Actual Salary,Department,promotion_last_5years,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,Termination Date
E15573,Dustin,Berry,Male,California,San Francisco,Marketing Manager,Master's,19-10-1995,17-12-2023,medium,73400,marketing,0,0.17,0.79,2,126,5,0,0,05-11-2024
E15574,Chase,Ryan,Male,New York,Buffalo,Sales Representative,Bachelor's,30-07-1981,17-11-2021,medium,64773,sales,0,0.22,0.65,6,212,4,0,0,
E15575,Ashley,Stevenson,Female,Texas,Houston,Financial Analyst,Master's,12-06-1986,27-09-2019,medium,64810,accounting,0,0.67,0.69,5,225,3,0,0,
E15576,Ashley,Reid,Female,New York,New York City,Customer Support,High School,13-04-1973,04-09-2021,medium,54915,support,0,0.72,0.83,5,193,2,0,0,
E15577,Billy,James,Male,New York,Buffalo,Software Engineer,Bachelor's,24-01-2002,23-08-2022,medium,56770,technical,0,0.67,0.91,3,147,3,0,0,
E15578,Kimberly,Sweeney,Female,Illinois,Chicago,General Manager,Master's,18-01-1995,14-07-2021,medium,74378,management,0,0.47,0.55,2,156,2,0,0,
E15579,April,Ortiz,Male,New York,Rochester,Marketing Manager,Master's,31-07-1985,14-11-2020,medium,54814,marketing,0,0.51,0.75,3,234,2,1,0,
E15580,Wanda,Johnson,Male,Texas,Houston,Marketing Manager,Master's,21-06-2002,26-01-2019,medium,60719,marketing,0,0.88,0.71,5,246,3,0,0,
E15581,Gwendolyn,Hall,Female,California,Los Angeles,Marketing Coordinator,Bachelor's,04-06-1974,02-07-2024,medium,56506,marketing,0,0.48,0.94,4,231,4,0,0,
E15582,Kelly,Howell,Female,Illinois,Chicago,Sales Representative,Bachelor's,16-09-1979,10-03-2023,medium,63849,sales,0,0.66,0.99,4,209,3,0,0,
E15583,Jennifer,Thomas,Female,Florida,Orlando,Account Manager,Bachelor's,14-03-1997,24-08-2017,medium,62964,sales,0,0.58,0.5,3,144,3,0,0,
E15584,Kayla,Smith,Female,Texas,Houston,Sales Representative,Bachelor's,04-03-1988,25-04-2019,medium,76346,sales,0,0.23,0.96,2,234,4,0,0,
E15585,Cynthia,Harris,Female,California,Los Angeles,Sales Representative,Bachelor's,16-03-1976,13-05-2020,medium,65762,sales,0,0.86,0.77,5,230,2,0,0,
E15586,Shannon,Guerrero,Female,New York,Rochester,Sales Representative,Bachelor's,04-12-1991,16-12-2018,medium,57924,sales,0,0.81,0.99,2,156,5,0,0,
E15587,David,Marshall,Female,Florida,Miami,Sales Representative,Bachelor's,18-01-1972,06-02-2023,medium,54144,sales,0,0.75,0.54,6,138,4,1,0,
E15588,Leah,Thompson,Female,Illinois,Springfield,Sales Representative,Bachelor's,12-11-1972,10-03-2020,medium,69072,sales,0,0.49,0.89,2,233,4,1,0,
E15589,Steven,Conner,Female,Texas,Houston,Sales Director,Master's,15-06-1977,31-03-2019,medium,68080,sales,0,0.31,0.5,3,262,5,0,0,
E15590,Carol,Hill,Female,California,San Diego,Sales Representative,Bachelor's,16-10-1964,12-09-2018,medium,64209,sales,0,0.83,0.75,6,215,5,0,0,
E15591,Cynthia,Ward,Female,Illinois,Naperville,Account Manager,Bachelor's,11-10-1996,25-06-2022,medium,66215,sales,0,0.7,0.55,4,227,3,0,0,
E15592,Daniel,Newman,Female,Illinois,Chicago,Sales Representative,Bachelor's,15-08-1992,10-02-2021,medium,56499,sales,0,0.49,0.99,3,199,3,0,0,
E15593,Scott,Benson,Male,Florida,Tampa,Account Manager,Bachelor's,02-08-1988,08-06-2021,medium,78066,sales,0,0.57,0.92,3,238,2,0,0,
E15594,Maurice,Brady,Male,California,Los Angeles,Sales Representative,Bachelor's,30-12-1997,03-05-2017,medium,65364,sales,0,0.37,0.45,6,100,5,1,0,
E15595,Richard,Parker,Male,Florida,Tampa,Sales Representative,Bachelor's,11-04-1977,09-03-2023,high,86721,sales,0,0.69,0.75,3,179,2,1,0,
E15596,James,Marshall,Female,Texas,Houston,Sales Director,Master's,07-10-1980,29-08-2020,low,39935,sales,0,0.62,0.98,4,107,2,0,0,
E15597,John,Sloan,Male,Illinois,Chicago,Sales Representative,Bachelor's,13-10-1996,26-04-2022,medium,77885,sales,0,0.5,0.68,4,274,4,0,0,
E15598,Jason,Davis,Male,Texas,Dallas,Sales Representative,Bachelor's,05-11-1965,23-11-2023,medium,64288,sales,0,0.81,0.73,4,272,2,0,0,
E15599,Jill,Ashley,Male,California,Los Angeles,Sales Representative,Bachelor's,15-07-2000,02-06-2017,medium,55774,sales,0,0.2,0.41,6,264,3,0,0,
E15600,Elizabeth,Moreno,Female,Florida,Miami,Account Manager,Bachelor's,04-08-2000,12-03-2021,medium,57111,sales,0,0.22,0.58,2,255,5,0,0,21-12-2023
E15601,Joseph,Hernandez,Female,California,San Francisco,Accountant,Bachelor's,14-10-1965,06-12-2016,medium,76914,accounting,0,0.63,0.79,5,215,2,1,0,
E15602,Crystal,Wright,Male,Illinois,Springfield,Financial Analyst,Master's,14-08-1982,29-02-2016,medium,63939,accounting,0,0.68,0.53,3,156,4,0,0,
E15603,Lisa,Frazier,Male,New York,Buffalo,Accountant,Bachelor's,31-12-1995,14-02-2023,medium,71299,accounting,0,0.52,0.49,3,146,2,1,0,
E15604,Rebecca,Simpson,Female,Illinois,Springfield,HR Manager,Master's,26-12-1967,03-05-2019,medium,60935,hr,0,0.22,0.52,6,217,6,0,0,
E15605,Dominique,Fields,Female,New York,Rochester,HR Manager,Master's,09-12-1969,14-12-2018,medium,53362,hr,0,0.51,0.82,3,206,4,0,0,
E15606,Michelle,Smith,Female,Illinois,Naperville,HR Manager,Master's,29-07-1989,04-07-2017,medium,68255,hr,0,0.66,0.92,4,239,3,0,0,
E15607,Jonathan,Massey,Female,Florida,Tampa,HR Manager,Master's,16-08-1988,15-06-2022,low,31275,hr,0,0.26,0.37,2,232,3,1,0,
E15608,Debra,Thomas,Female,New York,Buffalo,Data Scientist,Master's,08-08-1965,21-10-2022,low,36178,technical,0,0.42,0.4,3,160,2,0,0,
E15609,Christina,Williams,Male,New York,Rochester,Tech Lead,Master's,27-09-1977,08-03-2017,low,41164,technical,0,0.86,0.77,5,237,3,1,0,30-01-2019
E15610,Andrew,Ryan,Male,California,San Diego,Software Engineer,Bachelor's,07-04-1995,22-07-2023,low,45858,technical,0,0.52,0.68,3,162,4,1,0,
E15611,Megan,Mcdonald,Male,New York,New York City,Software Engineer,Bachelor's,04-01-1998,11-12-2016,low,41362,technical,0,0.95,0.64,3,138,4,1,0,
E15612,Joseph,Bailey,Female,Texas,Austin,Software Engineer,Bachelor's,21-02-2001,06-09-2023,low,46889,technical,0,0.63,0.94,2,228,2,1,0,
E15613,Michael,Baker,Male,Texas,Dallas,Software Engineer,Bachelor's,27-05-1979,16-09-2017,low,30411,technical,0,1,0.54,3,151,2,1,0,
E15614,Joseph,Cook,Male,Florida,Miami,Data Scientist,Master's,18-05-1970,27-08-2018,high,95137,technical,0,0.54,0.58,3,169,2,1,0,08-04-2020
E15615,Jenny,Fox,Male,Texas,Dallas,Data Scientist,Master's,27-05-1992,26-09-2022,low,42341,technical,0,0.9,0.7,3,147,4,0,0,19-03-2023
E15616,Tracy,Willis,Female,New York,Rochester,Data Scientist,Master's,26-04-2000,30-09-2017,high,114881,technical,0,0.49,0.99,6,205,5,0,0,17-05-2022
E15617,Michelle,Malone,Female,California,Los Angeles,Software Engineer,Bachelor's,24-10-1990,03-06-2022,high,100615,technical,0,0.81,0.6,3,140,2,0,0,
E15618,Sarah,Murray,Female,Florida,Orlando,Data Scientist,Master's,01-08-1984,28-10-2022,low,35837,technical,0,0.5,0.66,4,150,4,0,0,
E15619,John,Richardson,Female,California,San Diego,Technical Support,High School,11-12-1973,10-08-2018,low,44479,support,0,0.7,0.88,4,191,3,1,0,
E15620,Robert,Booker,Male,Illinois,Springfield,Customer Support,High School,18-09-2002,18-10-2019,high,117506,support,0,0.5,0.85,4,150,2,0,0,22-05-2021
E15621,Michael,Stanley,Male,Texas,Austin,Customer Support,High School,30-05-1971,27-02-2021,low,37933,support,0,0.98,0.66,2,255,3,0,0,
E15622,Fred,Lee,Female,Texas,Dallas,Technical Support,High School,23-11-1994,29-04-2020,medium,64124,support,0,0.86,0.51,3,230,3,0,0,
E15623,Shannon,Wood,Female,Florida,Tampa,Customer Support,High School,10-12-1997,02-01-2020,high,91361,support,0,0.93,0.77,3,202,5,0,0,
E15624,Harry,Williams,Male,California,San Francisco,Customer Support,High School,19-07-1993,08-11-2020,medium,72941,support,0,0.62,0.75,3,180,3,0,0,18-01-2023
E15625,Gabriela,Fletcher,Male,California,Los Angeles,Technical Support,High School,13-12-1977,15-02-2020,medium,63867,support,0,0.64,0.57,3,179,3,0,0,
E15626,Jonathon,Garcia,Female,Texas,Austin,Customer Support,High School,12-01-1997,20-11-2017,medium,64323,support,0,0.66,0.94,4,198,3,1,0,
E15627,Diana,Sullivan,Female,Illinois,Springfield,Technical Support,High School,21-02-1997,25-01-2020,medium,67848,support,0,0.65,0.86,4,267,2,0,0,05-02-2020
E15628,Beth,Jenkins,Male,Illinois,Naperville,Customer Support,High School,28-06-1965,24-07-2024,high,84221,support,0,0.89,0.84,3,166,2,0,0,
E15629,Willie,Higgins,Female,Florida,Miami,Customer Support,High School,20-07-1968,17-12-2018,medium,68277,support,0,0.77,0.58,4,162,2,0,0,
E15630,Amy,Hernandez,Male,New York,Buffalo,Software Engineer,Bachelor's,23-07-1990,20-05-2024,medium,56225,technical,0,0.4,0.36,4,128,4,0,0,
E15631,William,Pruitt,Male,Florida,Orlando,Tech Lead,Master's,09-11-1999,01-10-2024,medium,69293,technical,0,0.36,0.44,4,114,4,0,0,
E15632,Kevin,Jenkins,Male,Florida,Miami,Software Engineer,Bachelor's,24-11-1995,22-02-2022,high,84037,technical,0,0.3,0.48,2,104,2,0,0,
E15633,Wendy,Sanchez,Female,Florida,Tampa,General Manager,Master's,01-08-1975,11-02-2021,medium,77900,management,0,0.9,0.64,4,139,3,1,0,
E15634,Nicole,Morris,Male,Texas,Houston,IT Support,High School,08-09-2000,06-10-2016,high,114539,IT,0,0.23,0.49,5,214,5,0,0,20-10-2023
E15635,Brenda,Johnson,Male,Illinois,Naperville,System Administrator,Bachelor's,28-07-1998,28-02-2021,low,39363,IT,0,0.24,0.79,2,175,5,0,0,
E15636,Alec,Simon,Female,California,San Diego,System Administrator,Bachelor's,20-05-2000,05-09-2020,medium,70054,IT,0,0.98,0.92,4,175,2,0,0,
E15637,Robert,Barrett,Female,Florida,Miami,IT Support,High School,27-09-1979,10-11-2021,medium,58532,IT,0,0.49,0.48,2,186,2,0,0,
E15638,Daniel,Cline,Male,California,San Diego,IT Support,High School,31-07-1979,15-09-2019,medium,58020,IT,0,0.23,0.48,3,139,4,0,0,
E15639,Jasmine,Crawford,Male,Illinois,Chicago,Business Analyst,Master's,12-05-1976,14-06-2022,medium,67501,product_mng,0,0.79,0.71,3,202,3,0,0,
E15640,Zachary,Noble,Female,Texas,Houston,Product Manager,Master's,31-12-1984,16-10-2022,low,46902,product_mng,0,0.21,0.76,4,165,6,1,0,05-07-2023
E15641,Michael,Thomas,Female,New York,Buffalo,Product Manager,Master's,31-03-1995,22-12-2020,low,32159,product_mng,0,0.38,0.92,5,238,2,0,0,
E15642,Curtis,Powell,Male,Texas,Austin,Product Manager,Master's,04-08-1977,22-03-2019,low,31897,product_mng,0,0.17,0.59,4,179,4,0,0,16-02-2021
E15643,Donald,Thompson,Female,Florida,Miami,IT Support,High School,13-08-2002,29-11-2022,low,41023,IT,0,0.56,0.69,5,239,2,1,0,
E15644,Eric,Meadows,Female,New York,Rochester,Research Scientist,PhD,08-04-1965,01-01-2024,low,40636,RandD,0,0.97,0.7,5,195,2,1,0,
E15645,Steven,Burgess,Male,California,San Diego,Research Scientist,PhD,10-06-1980,06-02-2017,low,47806,RandD,0,0.22,0.78,6,206,6,0,0,
E15646,Julie,Hatfield,Female,New York,New York City,Research Scientist,PhD,28-02-1981,21-11-2024,low,38747,RandD,0,0.84,0.88,3,194,3,0,0,
E15647,James,Freeman,Male,California,San Diego,Research Scientist,PhD,17-10-1992,25-01-2018,low,36781,RandD,0,0.64,0.63,5,105,5,1,0,
E15648,Ricardo,Thomas,Male,Florida,Miami,Research Scientist,PhD,15-02-1991,04-04-2023,low,32062,RandD,0,0.78,0.69,5,256,3,0,0,
E15649,Joseph,Clark,Female,Texas,Houston,Marketing Coordinator,Bachelor's,19-03-1975,22-04-2018,low,33801,marketing,0,0.23,0.4,6,110,4,1,0,13-01-2023
E15650,Michael,King,Male,New York,Buffalo,Sales Representative,Bachelor's,11-10-2000,12-09-2024,high,109792,sales,0,0.99,0.82,6,185,4,1,0,
E15651,Jessica,Patterson,Female,Florida,Miami,Accountant,Bachelor's,29-12-1983,03-10-2020,low,44000,accounting,0,0.15,0.76,4,255,6,0,0,
E15652,Charles,Lawrence,Male,Illinois,Springfield,Technical Support,High School,10-10-1968,06-10-2024,low,49756,support,0,0.24,0.96,3,174,6,0,0,
E15653,Sharon,Flynn,Male,Illinois,Springfield,Data Scientist,Master's,03-05-1994,10-02-2018,low,37285,technical,0,0.84,0.71,4,273,3,0,0,
E15654,Matthew,Ramsey,Male,California,San Francisco,General Manager,Master's,25-07-1987,02-11-2024,low,49960,management,0,0.82,0.58,2,248,6,0,0,
E15655,Brian,Chambers,Male,Texas,Dallas,Marketing Manager,Master's,04-05-1965,29-09-2017,high,84110,marketing,0,0.17,0.86,3,286,6,0,0,18-07-2021
E15656,Desiree,Mitchell,Female,Illinois,Springfield,Marketing Coordinator,Bachelor's,14-08-1982,23-03-2016,low,40660,marketing,0,0.72,0.71,5,248,2,0,0,
E15657,Sara,Howell,Female,Florida,Tampa,Marketing Manager,Master's,24-03-1975,05-07-2022,low,38738,marketing,0,0.86,0.91,3,234,3,1,0,
E15658,Luke,Moreno,Male,Florida,Orlando,Sales Representative,Bachelor's,02-08-1985,28-04-2016,low,45510,sales,0,0.75,0.55,3,162,3,0,0,
E15659,Christopher,Young,Female,Illinois,Springfield,Account Manager,Bachelor's,28-03-1987,22-09-2019,high,104828,sales,0,0.93,0.82,5,272,3,0,0,22-07-2021
E15660,Jessica,Fleming,Male,New York,Rochester,Account Manager,Bachelor's,26-08-1975,01-10-2024,low,34650,sales,0,0.75,0.52,3,260,3,1,0,
E15661,Kristopher,Gill,Male,Illinois,Naperville,Account Manager,Bachelor's,04-11-1969,14-11-2021,medium,54391,sales,0,0.45,0.55,3,151,3,0,0,
E15662,Jody,Adams,Male,Florida,Orlando,Account Manager,Bachelor's,28-10-1980,04-01-2023,high,105192,sales,0,0.44,0.87,2,140,4,0,0,
E15663,Christopher,Bryant,Female,Illinois,Naperville,Sales Representative,Bachelor's,03-07-1965,12-01-2022,medium,52908,sales,0,0.55,0.9,5,237,3,0,0,
E15664,Allison,Jordan,Female,California,Los Angeles,Sales Representative,Bachelor's,26-05-1980,25-11-2020,high,83962,sales,0,0.78,0.56,5,252,2,0,0,
E15665,Zachary,Fuller,Female,New York,New York City,Account Manager,Bachelor's,02-02-1967,10-12-2023,medium,67462,sales,0,0.5,0.52,4,178,3,0,0,21-03-2024
E15666,Melissa,Wolfe,Female,California,San Diego,Account Manager,Bachelor's,24-02-1989,24-02-2024,medium,59008,sales,0,0.96,0.66,4,268,3,0,0,
E15667,Chelsea,Stephens,Male,New York,New York City,Sales Representative,Bachelor's,18-01-1971,26-02-2018,medium,63805,sales,0,0.72,0.53,5,244,4,0,0,
E15668,Melanie,Barry,Female,New York,New York City,Sales Representative,Bachelor's,16-06-2002,20-12-2020,medium,78707,sales,0,0.77,0.55,3,225,3,0,0,
E15669,Timothy,Flynn,Female,New York,New York City,Sales Representative,Bachelor's,29-04-1986,13-10-2023,medium,59162,sales,0,0.89,0.94,5,223,3,0,0,
E15670,Phillip,Harris,Male,Florida,Orlando,Account Manager,Bachelor's,30-11-1999,16-09-2016,medium,75893,sales,0,0.58,0.79,4,149,6,0,0,
E15671,Michael,Nelson,Male,Texas,Austin,Sales Representative,Bachelor's,08-11-1973,23-04-2016,medium,71421,sales,0,0.75,0.96,5,190,3,0,0,
E15672,Michelle,Brooks,Female,Texas,Austin,Sales Representative,Bachelor's,09-07-1998,24-12-2016,medium,62796,sales,0,0.77,0.8,4,167,3,0,0,
E15673,Michael,Graham,Male,Florida,Miami,Sales Representative,Bachelor's,14-09-1981,15-08-2018,high,90820,sales,0,0.76,0.87,4,161,3,0,0,
E15674,Alan,Pruitt,Female,New York,Buffalo,Sales Representative,Bachelor's,23-09-1984,29-12-2022,low,41662,sales,0,0.87,0.76,4,218,2,0,0,
E15675,Samuel,Kennedy,Female,New York,Rochester,Sales Representative,Bachelor's,26-12-1987,15-05-2020,medium,76277,sales,0,0.95,0.74,3,212,3,0,0,
E15676,Taylor,Mccoy,Male,Texas,Houston,Sales Director,Master's,09-04-1980,16-12-2016,medium,56686,sales,0,0.73,0.54,3,150,3,0,0,
E15677,Michael,Smith,Male,Florida,Miami,Financial Analyst,Master's,23-11-1972,06-11-2016,medium,78772,accounting,0,0.2,0.56,5,181,6,0,0,
E15678,Kevin,Taylor,Male,Texas,Houston,Accountant,Bachelor's,09-11-1980,23-12-2017,medium,64736,accounting,0,0.55,0.43,3,120,6,1,0,
E15679,David,Smith,Male,California,Los Angeles,Financial Analyst,Master's,01-05-1968,18-01-2024,medium,76681,accounting,0,0.21,0.53,3,229,5,0,0,
E15680,William,Williams,Male,Florida,Tampa,Recruiter,Bachelor's,29-12-1984,19-03-2024,medium,69319,hr,0,0.91,0.74,3,139,5,1,0,
E15681,Julian,May,Female,Texas,Austin,HR Manager,Master's,12-05-1973,31-05-2022,medium,63151,hr,0,0.61,0.87,4,151,3,0,0,
E15682,Anthony,Gordon,Female,New York,Buffalo,HR Manager,Master's,07-10-1986,16-02-2024,medium,59393,hr,0,0.89,0.59,4,230,3,0,0,
E15683,Sharon,Mayer,Male,Florida,Tampa,HR Manager,Master's,20-09-1993,01-06-2024,medium,78920,hr,0,0.65,0.76,4,193,2,0,0,04-11-2024
E15684,Matthew,Brown,Female,Illinois,Springfield,Software Engineer,Bachelor's,27-01-1995,27-03-2016,high,88804,technical,0,0.7,0.48,4,229,2,0,0,
E15685,Daniel,Reeves,Male,California,San Francisco,Data Scientist,Master's,08-03-1996,20-02-2021,low,48026,technical,0,0.79,0.95,3,222,4,0,0,
E15686,John,Cox,Female,Texas,Houston,Data Scientist,Master's,04-07-1986,01-05-2022,low,47886,technical,0,0.99,0.67,3,200,2,0,0,
E15687,Phillip,Rodriguez,Male,Texas,Dallas,Tech Lead,Master's,05-05-1971,10-09-2023,low,39344,technical,0,0.52,0.77,4,134,4,0,0,
E15688,Elizabeth,Morton,Female,California,San Diego,Software Engineer,Bachelor's,05-01-1973,23-08-2024,high,105636,technical,0,0.71,0.97,3,219,3,0,0,
E15689,William,Cox,Male,Florida,Tampa,Tech Lead,Master's,09-05-1989,26-05-2020,low,49298,technical,0,0.21,0.58,5,197,4,0,0,
E15690,Lauren,Griffith,Female,Florida,Tampa,Software Engineer,Bachelor's,20-05-1970,30-01-2017,low,46608,technical,0,0.4,0.62,3,283,5,0,0,
E15691,Joshua,Davis,Male,California,Los Angeles,Tech Lead,Master's,24-12-1999,21-12-2022,low,43654,technical,0,0.74,0.75,4,149,3,0,0,
E15692,Colleen,Hammond,Female,Illinois,Springfield,Data Scientist,Master's,04-04-1992,21-01-2020,high,87013,technical,0,0.79,0.6,4,161,3,0,0,24-05-2022
E15693,Michael,Williams,Female,New York,New York City,Software Engineer,Bachelor's,04-01-1992,28-04-2023,low,30916,technical,0,0.88,0.58,5,264,3,0,0,12-01-2024
E15694,Beverly,Torres,Male,California,Los Angeles,Software Engineer,Bachelor's,20-12-1979,12-02-2020,low,47579,technical,0,0.89,0.93,4,137,2,0,0,
E15695,Thomas,Wallace,Female,California,San Diego,Customer Support,High School,12-09-1974,09-03-2022,low,30271,support,0,0.61,0.72,3,144,2,0,0,02-10-2022
E15696,Jennifer,Case,Male,Texas,Dallas,Customer Support,High School,31-01-1998,17-07-2024,low,42064,support,0,0.48,0.54,4,105,5,1,0,
E15697,Johnathan,Fisher,Male,Florida,Tampa,Customer Support,High School,16-11-1975,20-01-2019,low,47563,support,0,0.81,0.98,6,196,2,0,0,
E15698,Rodney,Schmidt,Male,Texas,Austin,Customer Support,High School,11-03-1998,18-05-2020,low,35034,support,0,0.71,0.74,3,250,3,0,0,
E15699,Kevin,Carroll,Male,Illinois,Springfield,Customer Support,High School,06-11-1978,16-04-2017,low,44220,support,0,0.92,0.53,3,253,3,0,0,
E15700,Logan,Carlson,Male,California,Los Angeles,Customer Support,High School,16-01-1991,08-12-2024,medium,73141,support,0,0.99,0.71,4,199,4,0,0,
E15701,John,Blankenship,Male,Texas,Houston,Technical Support,High School,08-08-1988,14-11-2022,medium,78826,support,0,0.74,0.55,6,130,2,0,0,
E15702,Jessica,Barrera,Female,California,Los Angeles,Customer Support,High School,31-08-2000,23-01-2023,medium,50548,support,0,1,0.94,3,257,4,0,0,
E15703,April,Lopez,Male,Illinois,Naperville,Customer Support,High School,19-01-1978,28-08-2022,medium,64043,support,0,0.81,0.55,3,127,4,0,0,
E15704,Shaun,Jackson,Male,Texas,Austin,Technical Support,High School,14-06-1977,28-09-2019,medium,62235,support,0,0.59,0.7,2,153,2,0,0,
E15705,Diana,Beltran,Male,Illinois,Naperville,Customer Support,High School,16-11-1989,04-03-2023,medium,51666,support,0,0.9,0.58,5,260,2,0,0,
E15706,Amy,Matthews,Female,Florida,Tampa,Software Engineer,Bachelor's,16-01-1981,05-11-2023,medium,61147,technical,0,0.98,0.9,4,247,2,0,0,
E15707,Stephanie,Peck,Female,Florida,Miami,Software Engineer,Bachelor's,19-05-2001,06-03-2021,medium,58191,technical,0,0.56,0.55,3,250,4,0,0,
E15708,Thomas,Willis,Female,Illinois,Chicago,Software Engineer,Bachelor's,26-01-1986,25-12-2022,medium,73920,technical,0,0.86,0.89,4,136,4,0,0,
E15709,Chelsea,Smith,Female,New York,Rochester,Operations Manager,Master's,10-09-2002,14-01-2018,medium,60543,management,0,0.82,0.59,3,210,3,0,0,
E15710,Edward,Hill,Female,Texas,Dallas,IT Support,High School,05-12-1985,04-10-2022,medium,51104,IT,0,0.94,0.53,4,183,3,0,0,
E15711,Shawn,Gomez,Male,Florida,Miami,IT Support,High School,28-08-2000,02-03-2020,medium,51301,IT,0,0.68,0.96,4,255,3,0,0,
E15712,Samuel,Mills,Female,Texas,Austin,IT Support,High School,19-03-1992,05-09-2020,high,107404,IT,0,0.81,0.69,5,109,2,0,0,
E15713,John,Johnston,Female,Texas,Houston,System Administrator,Bachelor's,07-02-1985,15-02-2020,low,42624,IT,0,0.59,0.59,3,173,3,0,0,
E15714,Thomas,Stevenson,Male,California,San Francisco,IT Support,High School,18-05-1975,01-01-2023,medium,70455,IT,0,0.54,0.82,4,266,2,0,0,26-05-2024
E15715,Michael,Chandler,Female,California,San Francisco,Product Manager,Master's,08-12-1999,14-08-2023,medium,56913,product_mng,0,0.77,0.87,5,257,2,0,0,
E15716,Melanie,Cochran,Female,California,Los Angeles,Product Manager,Master's,03-12-1969,26-03-2023,medium,76062,product_mng,0,0.62,0.61,6,103,4,0,0,
E15717,Mark,Daniels,Male,New York,Buffalo,Product Manager,Master's,03-09-1977,28-10-2024,medium,70529,product_mng,0,0.58,0.57,5,105,6,0,0,
E15718,Rebecca,Acosta,Female,Florida,Tampa,Business Analyst,Master's,25-10-1993,12-01-2019,low,31798,product_mng,0,0.63,0.84,3,269,2,0,0,
E15719,Deborah,Calderon,Female,California,Los Angeles,System Administrator,Bachelor's,29-03-1990,19-09-2016,low,46726,IT,0,0.78,1,4,154,2,0,0,
E15720,Carla,Diaz,Female,Florida,Tampa,Research Scientist,PhD,06-01-1970,08-03-2023,low,32816,RandD,0,0.82,0.78,5,232,3,0,0,
E15721,Stephanie,Shields,Female,Illinois,Springfield,Research Scientist,PhD,24-01-1996,18-02-2016,low,40864,RandD,0,0.73,0.86,3,215,4,0,0,
E15722,Daniel,Jones,Female,New York,New York City,Research Scientist,PhD,18-01-1971,08-08-2022,low,37365,RandD,0,0.53,0.74,4,272,2,1,0,
E15723,Penny,Martin,Female,California,San Francisco,Research Scientist,PhD,01-05-1965,10-03-2023,low,49759,RandD,0,0.88,0.62,4,221,2,0,0,12-07-2023
E15724,Christopher,Stanton,Male,Illinois,Chicago,Research Scientist,PhD,26-12-1970,15-09-2022,low,43625,RandD,0,0.65,0.6,4,200,4,0,0,18-04-2023
E15725,Megan,Thompson,Male,Florida,Tampa,Marketing Coordinator,Bachelor's,26-05-1984,15-05-2017,low,40428,marketing,0,0.57,0.61,5,254,5,0,0,
E15726,Vanessa,West,Male,Florida,Miami,Marketing Coordinator,Bachelor's,03-05-1997,07-04-2018,low,40195,marketing,0,0.93,0.76,5,187,3,0,0,
E15727,Kristina,Herrera,Female,California,Los Angeles,Sales Representative,Bachelor's,13-04-1967,05-04-2024,low,40178,sales,0,0.83,0.64,2,192,2,0,0,
E15728,Clifford,Smith,Male,Texas,Dallas,Accountant,Bachelor's,01-08-1964,07-08-2023,low,35002,accounting,0,0.73,0.45,5,232,4,0,0,
E15729,Michael,Adams,Male,California,San Francisco,Technical Support,High School,28-04-1995,11-03-2017,low,34240,support,0,0.78,0.67,4,221,3,1,0,
E15730,Amy,Gonzalez,Female,Texas,Dallas,Tech Lead,Master's,10-04-1981,27-01-2021,low,44480,technical,0,0.9,0.62,3,233,5,1,0,
E15731,Kaitlin,Watson,Female,Texas,Austin,General Manager,Master's,26-11-1986,26-10-2019,low,40900,management,0,0.59,0.66,3,166,3,1,0,
E15732,Marcus,Benson,Male,Texas,Austin,Marketing Coordinator,Bachelor's,23-11-1982,26-07-2018,low,48203,marketing,0,0.67,0.89,2,173,3,0,0,14-05-2020
E15733,Megan,Smith,Male,New York,New York City,Marketing Coordinator,Bachelor's,13-10-1991,31-01-2020,low,46376,marketing,0,0.59,0.51,4,184,2,0,0,
E15734,Dillon,Ford,Male,Illinois,Naperville,Marketing Coordinator,Bachelor's,09-07-1966,11-10-2017,low,39580,marketing,0,0.53,0.54,4,257,3,1,0,
E15735,Debra,Smith,Male,Illinois,Chicago,Sales Representative,Bachelor's,20-09-1975,27-02-2016,low,44683,sales,0,0.56,0.73,4,226,2,0,0,
E15736,Cynthia,Copeland,Female,California,San Francisco,Sales Representative,Bachelor's,28-08-1979,09-08-2016,low,32160,sales,0,0.72,0.89,3,221,3,0,0,
E15737,Edward,Hughes,Female,Texas,Houston,Account Manager,Bachelor's,31-10-1984,01-06-2017,low,42568,sales,0,0.81,0.49,2,205,5,1,0,
E15738,Travis,Kennedy,Male,New York,New York City,Sales Director,Master's,30-09-1998,31-07-2022,low,36174,sales,0,0.54,0.68,3,158,3,0,0,
E15739,Joshua,Webb,Male,New York,Rochester,Account Manager,Bachelor's,01-07-2002,14-05-2024,medium,74244,sales,0,0.91,0.87,3,199,3,0,0,
E15740,Omar,Richardson,Female,Texas,Houston,Sales Director,Master's,07-05-1980,20-04-2022,medium,70379,sales,0,0.51,0.96,3,192,3,0,0,
E15741,John,Morris,Female,Texas,Houston,Sales Representative,Bachelor's,04-08-1971,18-10-2019,medium,64236,sales,0,0.59,0.39,4,190,5,0,0,15-10-2023
E15742,John,Johnson,Female,Texas,Houston,Sales Representative,Bachelor's,30-12-2001,23-12-2021,medium,61489,sales,0,0.64,0.86,5,222,3,0,0,
E15743,Matthew,Patrick,Male,Florida,Orlando,Sales Representative,Bachelor's,28-08-1970,03-08-2020,medium,67474,sales,0,0.95,0.68,5,225,3,0,0,
